currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,reservationTerm
USD,0.0,1.302,1.302,westus2,US West 2,2020-03-01T00:00:00Z,76aac00c-94d6-4015-9073-b0e68b5c106b,F16s v2,DZH318Z0BPWJ,DZH318Z0BPWJ/0008,Virtual Machines FSv2 Series Windows,F16s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F16s_v2,
USD,0.0,0.226,0.226,westus2,US West 2,2020-06-01T00:00:00Z,7e26b9b5-b851-5592-a2de-87f73357b96e,D4d v4,DZH318Z0D1L2,DZH318Z0D1L2/00C1,Virtual Machines Ddv4 Series,D4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4d_v4,
USD,0.0,1168.0,1168.0,westus2,US West 2,2020-08-01T00:00:00Z,7e26b9b5-b851-5592-a2de-87f73357b96e,D4d v4,DZH318Z0D1L2,DZH318Z0D1L2/00BZ,Virtual Machines Ddv4 Series,D4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_D4d_v4,1 Year
USD,0.0,2257.0,2257.0,westus2,US West 2,2020-06-01T00:00:00Z,7e26b9b5-b851-5592-a2de-87f73357b96e,D4d v4,DZH318Z0D1L2,DZH318Z0D1L2/00C0,Virtual Machines Ddv4 Series,D4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_D4d_v4,3 Years
USD,0.0,0.288,0.288,westus2,US West 2,2020-06-01T00:00:00Z,7eded2ce-993c-5824-9d37-d10674cb4128,E4d v4,DZH318Z0D1LH,DZH318Z0D1LH/0042,Virtual Machines Edv4 Series Windows,E4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E4d_v4,
USD,0.0,0.472,0.472,westus2,US West 2,2020-06-01T00:00:00Z,7eded2ce-993c-5824-9d37-d10674cb4128,E4d v4,DZH318Z0D1LH,DZH318Z0D1LH/0042,Virtual Machines Edv4 Series Windows,E4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4d_v4,
USD,0.0,5954.0,5954.0,westus2,US West 2,2020-06-01T00:00:00Z,7eff4153-820f-5296-b377-67cacf7adeea,E16d v4,DZH318Z0D1L5,DZH318Z0D1L5/0060,Virtual Machines Edv4 Series,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_E16d_v4,1 Year
USD,0.0,1.152,1.152,westus2,US West 2,2020-06-01T00:00:00Z,7eff4153-820f-5296-b377-67cacf7adeea,E16d v4,DZH318Z0D1L5,DZH318Z0D1L5/0065,Virtual Machines Edv4 Series,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16d_v4,
USD,0.0,11504.0,11504.0,westus2,US West 2,2020-08-01T00:00:00Z,7eff4153-820f-5296-b377-67cacf7adeea,E16d v4,DZH318Z0D1L5,DZH318Z0D1L5/0063,Virtual Machines Edv4 Series,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_E16d_v4,3 Years
USD,0.0,14012.0,14012.0,westus2,US West 2,2017-12-01T00:00:00Z,85a0eb16-f1fe-4380-aa60-783af8412ce1,F64s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/0032,Virtual Machines FSv2 Series,F64s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_F64s_v2,1 Year
